09/10/2016 12:55:26,36.5,80
09/10/2016 12:55:27,36.5,80
09/10/2016 12:55:27,36.5,80
09/10/2016 12:55:28,36.5,80
09/10/2016 12:55:29,36.5,80
09/10/2016 12:55:29,36.5,80
09/10/2016 12:55:30,36.5,80
09/10/2016 12:55:31,36.5,80
09/10/2016 12:55:31,36.5,80
09/10/2016 12:57:32,36.5,80
09/10/2016 12:57:43,36.5,80
09/10/2016 12:57:44,36.5,80
09/10/2016 12:57:45,36.5,80
09/10/2016 12:57:53,36.5,80
09/10/2016 13:53:39,36.5,80
09/10/2016 19:58:07,36.5,80
09/10/2016 19:58:15,36.5,80
09/10/2016 19:58:49,36.5,80
09/10/2016 20:01:01,36.5,80
09/10/2016 20:01:05,36.5,80
09/10/2016 20:01:15,36.5,80
09/10/2016 20:01:17,36.5,80
09/10/2016 20:01:18,36.5,80
09/10/2016 20:01:19,36.5,80
